Title,Opponent,Score,Date,Location (City),Location (Stadium),Latitude,Longitude,Cost,Description,Source,Relation,Rights,Reference URL,CONTENTdm number,Image Link
"Football Program. Idaho - Oregon State, 09/25/1937, Neale Stadium, Moscow (Idaho)",Oregon State,7-6,9/25/1937,Moscow (Idaho),Neale Stadium,46.726693,-117.016111,$0.25,"Official souvenir program of the Idaho - Oregon State College football game, Saturday, October 18, 1952, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a picture of a football player wearing a helmet.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,98",98,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=98&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=8198&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/23/1953, Neale Stadium, Moscow (Idaho)",Oregon State,0-19,10/23/1953,Moscow (Idaho),Neale Stadium,46.726253,-117.015671,$0.25,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 23, 1953, Neale Stadium, Moscow (Idaho). Homecoming; Cover depicts a picture of two football players in blue uniforms about to tackle a football player in a red uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,104",104,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=104&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=82104&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 11/05/1949, Neale Stadium, Moscow (Idaho)",Oregon State,25-35,11/5/1949,Moscow (Idaho),Neale Stadium,46.726233,-117.015691,$0.35,"Official souvenir program of the Idaho - Oregon State football game, Friday, November 11, 1949, Neale Stadium, Moscow (Idaho). Dad's Day; Cover depicts a picture of a cartoon picture of a man cheering on his football team.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,105",105,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=105&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=83105&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Oregon, 11/17/1956, Neale Stadium, Moscow (Idaho)",Oregon State,10-14,11/17/1956,Moscow (Idaho),Neale Stadium,46.726213,-117.015711,$0.25,"Official souvenir program of the Idaho - Oregon State football game, Saturday, November 17, 1956,Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a cartoon picture of a football player in a white uniform tackling a player in a red uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,107",107,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=107&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=84107&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Oregon, 09/18/1954, Neale Stadium, Moscow (Idaho)",University of Oregon,0-41,9/18/1954,Moscow (Idaho),Neale Stadium,46.726193,-117.015731,$0.25,"Official souvenir program of the Idaho - Oregon State football game, Saturday, September 18, 1954, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a cartoon picture of a football player in a white uniform jumping in the air.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,109",109,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=109&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=85109&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 09/29/1951, Neale Stadium, Moscow (Idaho)",University of San Francisco,7-28,9/29/1951,Moscow (Idaho),Neale Stadium,46.726173,-117.015751,$0.25,"Official souvenir program of the Idaho - University of San Francisco football game, Saturday, September 29, 1951, Neale Stadium, Moscow (Idaho). Cover depicts a cartoon picture of a woman watching the football game.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,112",112,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=112&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=86112&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 09/25/1965, Neale Stadium, Moscow (Idaho)",San Jose State,17-7,9/25/1965,Moscow (Idaho),Neale Stadium,46.726153,-117.015771,$0.50,"Official souvenir program of the Idaho - San Jose State football game, Saturday, September 25, 1965, Neale Stadium. Cover depicts a picture of a football team in white uniforms running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,113",113,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=113&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=87113&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Oregon, 09/21/1957, Neale Stadium, Moscow (Idaho)",University of Oregon,6-9,9/21/1957,Moscow (Idaho),Neale Stadium,46.726133,-117.015791,$0.25,"Official souvenir program of the Idaho - University of Oregon football game, Saturday, September 21, 1957, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a cartoon picture of a football players and a referee.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,115",115,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=115&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=88115&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 10/02/1954, Neale Stadium, Moscow (Idaho)",San Jose State,7-38,10/2/1954,Moscow (Idaho),Neale Stadium,46.726113,-117.015811,$0.25,"Official souvenir program of the Idaho - San Jose State football game, Saturday, October 02, 1954, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a cartoon picture of a fans watching the football game.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,116",116,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=116&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=89116&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Southern California, 10/20/1951, Neale Stadium, Moscow (Idaho)",San Jose State,40-7,10/20/1951,Moscow (Idaho),Neale Stadium,46.726093,-117.015831,$0.25,"Official souvenir program of the Idaho - San Jose State football game, Saturday, October 20, 1951, Neale Stadium,Moscow (Idaho). Dad's Day. Cover depicts a cartoon picture of a football player in a red uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,118",118,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=118&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=90118&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Utah State, 11/09/1957, Neale Stadium, Moscow (Idaho)",Utah State,35-7,11/9/1957,Moscow (Idaho),Neale Stadium,46.726073,-117.015851,$0.25,"Official souvenir program of the Idaho - Utah State football game, Saturday, November 09, 1957, Neale Stadium, Moscow (Idaho). Parent's Day.  Cover depicts a cartoon drawing of a football player in blue tackling a football player in red .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,134",134,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=134&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=91134&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Oregon, 10/04/1952, Neale Stadium, Moscow (Idaho)",University of Oregon,14-20,10/4/1952,Moscow (Idaho),Neale Stadium,46.726053,-117.015871,$0.25,"Official souvenir program of the Idaho - University of Oregon football game, Saturday, October 4, 1952, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a cartoon picture football players.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,139",139,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=139&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=92139&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Willamette University, 09/17/1949, Neale Stadium, Moscow (Idaho)",Willamette University,79-0,9/17/1949,Moscow (Idaho),Neale Stadium,46.726033,-117.015891,$0.25,"Official souvenir program of the Idaho - Willamette University football game, Saturday, September 17, 1949, Neale Stadium, Moscow (Idaho).  Cover depicts a picture of a cartoon woman in the band.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,140",140,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=140&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=93140&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 10/01/1966, Neale Stadium, Moscow (Idaho)",College of the Pacific,28-7,10/1/1966,Moscow (Idaho),Neale Stadium,46.726013,-117.015911,$0.50,"Official souvenir program of the Idaho - College of the Pacific football game, Saturday, October 01, 1966, Neale Stadium, Moscow (Idaho). Homecoming.  Cover depicts pictures of football players.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,141",141,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=141&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=94141&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 10/15/1949, Neale Stadium, Moscow (Idaho)",Washington State,13-35,10/15/1949,Moscow (Idaho),Neale Stadium,46.725993,-117.015931,$0.35,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 15, 1949, Neale Stadium, Moscow (Idaho).  Cover depicts a picture of a cartoon referee chasing a dog off the field.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,145",145,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=145&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=95145&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 10/15/1955, Neale Stadium, Moscow (Idaho)",Washington State,0-9,10/15/1955,Moscow (Idaho),Neale Stadium,46.725973,-117.015951,$0.25,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 15, 1955, Neale Stadium, Moscow (Idaho).  Cover depicts a picture of a cartoon football player in a white uniform running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,146",146,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=146&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=96146&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State College, 10/17/1953, Neale Stadium, Moscow (Idaho)",Washington State,13-30,10/17/1953,Moscow (Idaho),Neale Stadium,46.725953,-117.015971,$0.25,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 17, 1953, Neale Stadium, Moscow (Idaho).  Cover depicts a picture of a cartoon football player in a red uniform running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,147",147,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=147&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=97147&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 10/22/1966, Neale Stadium, Moscow (Idaho)",Washington State,7-14,10/22/1966,Moscow (Idaho),Neale Stadium,46.725933,-117.015991,$0.50,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 22, 1966, Neale Stadium, Moscow (Idaho). Annual Game. Cover depicts a picture of two football players in red uniforms about to get tackled by a football player in a blue uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,149",149,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=149&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=98149&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Oregon, 10/09/1948, Hayward Field, Moscow (Idaho)",University of Oregon,8-15,10/9/1948,Moscow (Idaho),Neale Stadium,46.725913,-117.016011,$0.35,"Official souvenir program of the Idaho - University of Oregon football game, Saturday, October 09, 1948, Neale Stadium, Moscow (Idaho). Cover depicts a cartoon picture a dad and son picking out uniforms. Idaho lost the game 8-15.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,150",150,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=150&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=99150&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 10/24/1964, Neale Stadium, Pullman (Washington)",Washington State,28-12,10/24/1964,Moscow (Idaho),Neale Stadium,46.725893,-117.016031,$0.50,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 24, 1964, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a picture of football players in white and red running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,151",151,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=151&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=100151&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 10/09/1954, Pacific Memorial Stadium, Stockton (California)",College of the Pacific,0-13,10/9/1954,Stockton (California),Pacific Memorial Stadium,37.977839,-121.317376,$0.25,"Official souvenir program of the Idaho - Collage of the Pacific football game, Saturday, October 09, 1954, Pacific Memorial Stadium, Stockton (California). Cover depicts pictures of a football player catching a ball.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,12",12,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=12&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10112&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 10/29/1960, Pacific Memorial Stadium, Stockton (California)",College of the Pacific,14-25,10/29/1960,Stockton (California),Pacific Memorial Stadium,37.977859,-121.317376,$0.50,"Official souvenir program of the Idaho - College of the Pacific football game, Saturday, October 29, 1960, Pacific Memorial Stadium, Stockton (California). Cover depicts a cartoon drawing of a football player in red tackling a football player in blue.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,20",20,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=20&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10220&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 10/19/1957, Pacific Memorial Stadium, Stockton (California)",College of the Pacific,7-7,10/19/1957,Stockton (California),Pacific Memorial Stadium,37.977839,-121.317396,$0.35,"Official souvenir program of the Idaho - College of the Pacific football game, Saturday, October 19, 1957, Pacific Memorial Stadium, Stockton (California). Homecoming. Cover depicts pictures of a football player.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,23",23,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=23&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10323&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - College of the Pacific, 10/31/1964, Pacific Memorial Stadium, Stockton (California)",College of the Pacific,40-0,10/31/1964,Stockton (California),Pacific Memorial Stadium,37.977879,-121.317376,$0.50,"Official souvenir program of the Idaho - Collage of the Pacific football game, Saturday, October 31, 1964, Pacific Memorial Stadium, Stockton (California). Official Program. Cover depicts pictures of a football player about to pass the ball.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,34",34,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=34&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10434&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Collage of the Pacific, 11/14/1959, Pacific Memorial Stadium, Stockton (California)",College of the Pacific,13-28,11/14/1959,Stockton (California),Pacific Memorial Stadium,37.977839,-121.317416,$0.50,"Official souvenir program of the Idaho - Collage of the Pacific football game, Saturday, November 14, 1959, Pacific Memorial Stadium, Stockton (California). Cover depicts a picture of a football player in a blue uniform jumping over a football player in a white uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,57",57,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=57&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10557&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Pacific Memorial, 09/16/1967, Neale Stadium, Moscow (Idaho)",University of the Pacific,6-42,9/16/1967,Stockton (California),Pacific Memorial Stadium,37.977899,-121.317376,$0.50,"Official souvenir program of the Idaho - Pacific Memorial football game, Saturday, September 16, 1967, Stockton (California). Pacific Schedule.  Cover depicts pictures of football players, picture of a play in action.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,130",130,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=130&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=106130&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
